1185,"
?건국대병원은 전국 대학병원 중에서 탑7 안에 들만큼 규모와 시설, 그리고 환자중심진료 병원으로 유명한 곳입니다. 그리고 TOP 5 진입을 목표로 100억원 이상을 투자하여 기존의 건강검진센터를 2배 이상 확장, 리모델링하였고 친환경 인테리어로 편안함과 고급스러움을 함께 표현할 정도로 벤치마킹한 병원들의 장점을 모조리 흡수하여 표현했다고 합니다.?실제로 가보니깐 정말 내부가 새로 리모델링한 것처럼 아주 쾌적하고 깨끗하고 시설이 매우 잘 되어 있음을 느낄 수 있었고 최첨단 시스템으로 갖춰진 의료서비스에 환자들도 북적였습니다.?
"
1186,"
?건대 로데오거리는 말 안해도 평일이든 주말이든 사람이 북적이는 곳입니다. 20대 젊은이들의 거리라고 불릴 정도로  맛집도 많고 쇼핑하기도 좋은 곳이고 먹자골목과 상업시설이  밀집되어 있는 지역이라 주중과 주말에 상관없이 유동인구가 활발하게 모이는 지역이라 젊은 세대부터 중장년층까지  다양한 세대의 인구들이 유입되면서 상권도 안정적으로 활발하게 유지되고 가치도 높은 곳입니다.?현장에서는 횡단보도만 건너고 건대입구쪽으로 5분만 내려가도  만날 수 있는 곳이라 위치적으로도 매우 가깝고 편리하게 병원 상점 쇼핑을 즐길 수 있는최적의 장소입니다.?
"
1187,"
?세종대학교도 광진구 화양동의 자랑인 대학교이죠. 현재 모델하우스 맞은편에 위치하고 있는데 현장과도 멀지 않은 곳이라 대각선 방향으로 길만 건너면 세종대학교가 위치해있습니다.현재 세종대학교 재적학생수는 16,000명 정도되고기숙사 지원자는 그 중 2,100명정도 인데 그 중에 1,400명정도만 기숙사 이용이 가능할 정도로 경쟁률이 높아서 탈락한 700명의 학생들은 인근 원룸이나 오피스텔이 다 차기전에 입학 전부터 계약을 해놓고 방을 맡아두고 있는 상황입니다.?이렇게 건국대학교와 세종대학교의 학생 수로도공실률이 없을 정도로 탄탄한 학생수요가 받쳐주고 있는 지역이라 광진구 화양동은 임대수익 투자 지역으로써 메리트가 높습니다.?
"
1188,"
?세종먹자골목은 건대로데오거리처럼 여러 상업시설과 유흥시설이 밀집되어 있는 골목입니다. 실제로 토지의 용도도 상업용도로 가장 많이 설정되어 있는 지역이라 상가와 오피스텔 개발이 인근에서 가장 많이 진행된 곳이고 신축 오피스텔도 많이 들어섰습니다. 세종대학교 맞은편에 입지해있어서 세종대학교 학생들이 이용하기 편리한 곳이고 다만 술집, 안마방, 노래방 등 유흥시설이 많아서거주환경으로써 높은 점수를 줄 수 있는 곳은 아니라 그 점은 아쉬운 부분입니다.?
"
1189,"
?건대 스타시티몰은 롯데백화점과 나란히 위치해있고 지하도로와 연결되어있어 최고의 서비스와 고품격 복합문화생활 공간으로써이용하기 매우 편리하고 쾌적하게 되어있습니다.스타시티몰 안에 롯데시네마 건대입구점도 있고, 최고급 수준의 프리미엄 대형마트인 이마트 자양점,종합 서적과 문구 팬시 서저인 반디앤루니스 스타시티점, 신한은행, 문화생활, 레저, 쇼핑 등 다채로운 엔터테인먼트 시설을 누릴 수 있는 스타시티몰이 도보 10분내에 위치해있습니다.?
"
1190,"
?건대 로데오거리 옆 골목으로는 양꼬치거리가 있습니다. 건대 양꼬치거리의 양꼬치는 정말 맛있고 다양하기로 소문이 나있죠. 저도 얼마전에 양꼬치 무한리필집 가서 먹어봤는데 와우. 양꼬치가 이렇게 맛있는거였구나!를 새삼 느꼈습니다 ^^?
"
1191,"
?현장 도보 1분거리에는 7호선 어린이대공원역이 있습니다. 어린이대공원역은 주로 서울 어린이대공원 이용하는 가족들이나, 세종대학교, 건국대학교 재학중인 학생들이 많이 이용하는 역입니다. 또한 건대입구, 청담, 학동, 논현, 고속터미널까지 한번에 7호선으로 연결되어 강남 직장인들도 출퇴근가능한 위치구요.?
"
1192,"
?주말이면 어김없이 다니는 서울 어린이대공원 입니다. 예전에 결혼전에는 어린이대공원 아예 가본적도 없었고 관심도 없었는데 아이들이 생기고나니 무료로 이용이 가능한 곳에 관심이 많아졌어요. 그 중에 저희 집이랑도 가깝고 주차비도 저렴한 어린이대공원은 저희 가족이자주가는 최애 장소입니다. ^_^?특히 어린이대공원 내에 동물원 관람도 자유롭고, 놀이터, 분수대도 있으며 상상나라라는 과학 체험 키즈카페같은 곳도 매우 저렴하게 이용가능하니애들 데리고 가기 딱 좋은 곳입니다.?http://www.areyou.co.kr/news/articleView.html?idxno=44815
"
1193,"
?서울시에서 광진구 화양동 어린이대공원역 역세권 주변 대학과 연계된 개발을 추진하면서 '화양1지구 지구단위계획 계획결정 변경안'을 조건부가결했다고 합니다. 또한 어린이대공원 자체도 시설이 너무 노후화되었고, 다른 테마파크 놀이시설에 비해 턱없이 낮은 경쟁력 때문에 개장한지 73년만에 첫 리모델링 계획을 밝혔다고 합니다.?아무래도 미세먼지 때문에 야외 시설은 잘 이용을 못하기도 하고, 입장료는 무료이지만 놀이시설 등 다른이용료는 유료로 지불해야하고 더울때나 추울때는 가기가 꺼려지니깐 이용에 제한도 있는 점이 있어요.그래서 아마 리모델링을 통해 다른 민간시설들과 차별화 전략을 내세울 것 같아요.?http://www.segye.com/newsView/20190502515886?OutUrl=naver
"
1194,"
?
"
1195,"
?현재 바닥다지기를 끝내고 공사가 진행되고 있는 건대 빌리브인테라스의 현장 모습이구요, 보는 모습 그대로에서 왼쪽에는 화양천주교회가 거의 완공되었고오른쪽에는 신원리브웰 오피스텔도 완공되었는데 아직 입주전이라고 합니다. ?당사의 현장은 2021년 11월 준공예정이고 12월부터 입주 시작이라  현재는 계약금 10%만 내면 2년 3개월동안 한 푼도 더 들어가는게 없으니소자본으로도 투자가 가능한수익형 오피스텔이라고 할 수 있습니다.?
"
1196,"
?현재 평일 주말에 홍보관 꽉 차있는 모습입니다.광진구 화양동에 최대규모로 들어가는 브랜드 오피스텔이라 특히 광진구에 거주하셨거나 건대쪽에 자취를 해본 경험이 있는 아버님들이 이쪽 물건에 관심이 많고 실제로 계약도 많이들 하고 계십니다.?신세계건설에서 시공하여 내부 자재도 튼튼하게 들어가고, 유일하게 화양동 내에서 (일부) 테라스가 있는 오피스텔이라 실거주로도 메리트가 아주 큰 곳입니다.?또한 7호선 어린이대공원역 초역세권, 2호선 건대입구까지는 더블역세권 어린이대공원이 바로 보이는 숲세권의 조망권 확보 건국대학교와 세종대학교를 모두 바라보는 중간입지, 강남/강동/청담/송파로 자차 이용시 바로 건너갈 수 있는 대교가 무려 4개.게다가 앞으로 건대입구쪽에 신규 분양할 오피스텔이 3억 초반인 점을 감안하면 학생들이 안전하고 편리하고 깨끗한 도로변에서 최고의 브랜드 오피스텔을 2억 중반대에 가져갈 수 있다는 건 앞으로 다시는 없을 마지막 분양기회가 될 것이라 생각합니다.
"
1197,"
투자를 하실때는 교통/입지/인프라를 반드시 보고 하셔야하고, 투자가치가 충분히 있는 곳이라고 생각되신다면 가격은 그 다음문제입니다. 가격이 비싸서 망설이신다면  투자가치를 다시 한번 따져보시고 원점으로 돌아가보세요. ?향후 3~5년사이에 반드시 오를 입지라면 대출을 받아서라도 투자를 하는게 맞는건데 대부분은 투자가치보다는 가격을 먼저 보시고 내가 감당할만한 가격인지를 먼저 따져보시고 그걸 가장 중요한 요소로 생각하시기 때문에 차후에 가격대가 상당히 올랐을때 후회를 하시기도 하고 좋은 물건 놓치는게 허다합니다.?저는 이 상품의 입지와 교통 부분에서 강남 못지않은 편리성을 갖추었다고 확신을 하고 있고, 반경 10분내로 인프라가 풍부하게 갖춰진 곳도 여기만큼 없다고 자부합니다. ?살기도 좋고 즐기기도 좋은 곳이죠.?유동인구는 더 이상 말할것도 없어서 앞으로 높은 미래가치를 충분히 예상할 수 있는 곳이며, 광진구 자체가 마포,용산,성동 제외한 강북의 유일한 한강조망권 지역인데 다른 지역에 비해 가격대가 매우 저평가 되어 있고 개발을 해야할 곳이 아주 많은 곳입니다.?성수동도 불과 5년전만해도 이렇게 개발이 되지 않았고 개발이 되기 시작하면서부터 2년만에 아파트가격이 2배이상 뛸 정도로 어마어마한 시세차익을 누렸고 현재도 진행중입니다.?광진구도 이제 시작이고, 건국대학교 바로 옆에 위치하면서 도로변에 가장 높고 큰 규모로 들어가는 건대 빌리브인테라스를꼭 놓치지말고 잡으시길 바랍니다! ^^?
"
1198,"
?
"
1199,영동교집 건대
1200,"
안녕하세요 라몬 입니다 :)요즘 PT 끊고 다이어트 한지 2개월째....사실상 술과 맛집 끊은 금욕의 생활비이죠
"
1201,"
하지만 4키로 빠진 기념(별 핑계 다 대죠? is 뭔들)?간만에 불금에 건대입구로 출동했습니다!!!!냉동삼겹살 먹으러 꺄-
"
1202,"
제가 찾아 간 곳은 #건대영동교집 인데요2번출구 로데오거리 초입에 바로 있어서찾기는 쉬워요 예전에 제주근고기집이었던걸로 기억하는데고기도 유행이 돌고도니까요-??
"
1203,"
이렇게 냉동삼겹살 일명 냉삼이 유행하기 전신림역에 오래 된 전주식당에서 냉동삼겹살 즐겨먹었는데요,수입삼겹살이었고 가격은 5천원ㅋㅋㅋㅋㅋㅋㅋ지금은 가격 올랐나? 한 2년 전에 포스팅 했던 기억이 나네요?바로 이곳이었죠 ?
"
1204,"
?하지만 요즘 유행하는 냉삼집은 국산돼지를 급냉해서가격도 일반 삼겹살과 크게 다르지 않더라고요누린내도 안나고 더 맛있다고하니 먹어봅시당
"
1205,"
금요일 7시10분쯤 도착했는데한참 손님들이 꽉 찬 저녁시간이라 웨이팅했어요곧 우르르 다 드시고 자리가 나더라고요?웨이팅하면서 재밌게 볼 수 있게옛날 감성 포스터 걸어둔 센스
"
1206,"
라면 먹으려다 인생 말아먹었어ㅋㅋㅋㅋㅋㅋ자나깨나 불 조심!
"
1207,"
신나는 90년대 노래 들으면서내적댄스 둠칫둠칫나도 빨리 들어가고싶어요
"
1208,"
다행히 내부는 시원했어요아하 이제보니 제주돼지였구나?삼겹살 3인분 먼저 주문했어요
"
1209,"
혹시 예전 근고기집 사장님이 이어서 하시는건지제주돼지에 이어 위트에일도 받으시나요?포도봉봉 쌕쌕오렌지ㅋㅋㅋㅋㅋ이곳만의 감성
"
1210,"
꽈리고추 미나리도 주문할 수 있는데별로 안 좋아하기 때문에 패쓰
"
1211,"
돼지꼬랑지 드시는 분도 있었는데후후... 패스하겠습니다이따가 통벌집 껍데기 먹을꺼예요
"
1212,"
이건 왜이렇게 초점이 나갔니.....?배고파서 손이 떨린게야?
"
1213,"
ㅋㅋㅋㅋ 옛날감성 은쟁반응답하라 1988 감성
"
1214,"
냉삼은 역시 쿠킹호일이죠우리집에도 저 네모난 불판 있었다며 깔깔저기에 젓가락으로 구멍뚫어줘야해기름 빠지는 구멍
"
1215,"
후추도 옛날 감성
"
1216,"
감성에 진로 한명으로 정점 찍기도수도 더 낮아서 그런가? 별 차이 안나는데왠지 더 깔끔한 것 같아요
"
1217,"
보리차 담긴 물통도 한몫하긔옛날에 어릴 때 집에서 둘러앉아 삼겹살 구워먹던그런 기분이 나요
"
1218,"
첫 판은 직원분이 구워주세요저기 옆에 보이는건 멜젓근고기 찍어먹는 바로 그것
"
1219,"
이건 날달걀 소스인데 스키야끼 소스 맛이 나요!취향껏 고기 찍어먹기
"
1220,"
명란젓에 다진마늘쌈장 대신 올려서 먹어도 좋고요옆에 살짝 보이는건 양념게장
"
1221,"
느끼함을 잡아 줄 무생채
"
1222,"
파채 맛있어요!!!!나중에 껍데기까지 먹다보니 느끼했는데파채가 큰 역할 해줬어요 :)
"
1223,"
후추도 톡톡 뿌려서 구워줍니당꺄... 얇아서 금방 익어요 너무 좋음
"
1224,"
날달걀 소스에 푹 찍어서파절이랑 한쌈! 고기 누린내 전혀 없고맛있네요 
"
1225,"
많은 소스 중에 역시 내 원픽은 소금장냉삼 = 소금장!!!가장 맛있었어요 깻잎은 계속 적게 주시긴했지만
"
1226,"
그래도 요청드릴 때마다 쌈 채워주셨어요
"
1227,"
맥주는 테라였지만 잔은 위트에일잔 너무 예쁘당 
"
1228,"
껍데기를 주문했어요요즘 이런 두꺼운 카스테라껍데기도 유행이라죠?두께 보시라고 옆에서도 찍어봄?요즘 포스팅 간만에 시작한다고 열심히다 그쳐?ㅋㅋㅋㅋ
"
1229,"
직원분이 진짜 열심히 구워주심ㅋㅋㅋㅋㅋㅋ이거 생각보다 스킬이 필요하더라구요너무 열심히 구우시다가 내 핸드폰 떨어뜨리시고너무 열심히 구우셔서 사과도 안하셨지만 하하하워낙 튼튼한 삼성폰이라서 다행이다 그쳐 하하
"
1230,"
찌개 하나 먹고싶어서 순두부찌개주문해봤는데.... 음 이건 실패였어요찌개가 약간.. 전분 넣은것같이 꾸덕한 국물이었어요 왤까..그리고 심하게 짰어요 ㅠㅠ 다른찌개 시킬껄 김치찌개나 청국장은 다른 블로그 보니까 평이 좋아요!
"
1231,"
껍데기 기다리면서 찍은듯 화이팅입니다
"
1232,"
절반은 오리지널, 절반은 소스를 뿌려주셨어요
"
1233,"
오오 맛이쪄!!!!!!!
"
1234,"
볶음밥은 1개만 주문해봤어요치즈 2000원 / 계란후라이 700원 추가하구요치즈는 네모치즈랑 모짜렐라 중에 선택할 수 있어요취향대로 선택해도 되니까 아주 좋은방법인듯
"
1235,"
볶음밥은 이렇게 덮어두고 꽤 기다렸어요아래 타는거아닌가 걱정했는데
"
1236,"
놉, 전혀 안탐근데 볶음밥보다는 죽이 됨김치죽 ㅠㅠ?ㅋㅋㅋㅋㅋㅋㅋㅋ 잉...고기먹고 먹는 볶음밥을 원했는데ㅠㅠㅠㅠㅠ에공 볶음밥은 실망이었어요 아쉽다 ㅠㅠ?불판에 들들 볶는 그런 볶음밥이면 더 우리 취향이었을듯사람마다 취향은 다 다르니까요 :)?삼겹살 정말! 맛있었어요덥고 습한 날씨였는데 에어컨이 빵빵해서좋았구요, 화장실에 신경을 많이 쓰신 것 같아요인테리어도 그렇고 깨끗해요!?나와서 좀 걷다보니 3호점도 있던데나중에 냉삼 먹고싶을 때 재방문의사 있습니다순두부찌개랑 볶음밥은 말고...ㅋㅋㅋㅋㅋ?냉동삼겹살 유행이 한풀 꺾이고 진짜배기만남고있다던데, 장사 잘하셔서 오래 남았으면 좋겠네요
"
